layout,envFactor,metric,interference,run,totalEnergyMWs,pingTimeouts,pingNoRoute,pingSent,energy_netScan,energy_connect,energy_pathDiscovery,energy_pathDiscoveryReply,energy_ping,energy_pingReply,energy_ack
around,2.5,hopcount,0,5,11.7735,6,6,184,0.226807,0.225711,5.6099,0.132186,1.88089,2.15298,1.54506
around,2.5,hopcount,0,6,15.353,10,9,181,0.228999,0.225711,6.46069,0.300006,2.85552,3.31344,1.96867
around,2.5,hopcount,0,7,14.7399,10,9,181,0.220779,0.220779,6.50836,0.227434,2.65361,2.92979,1.97911
around,2.5,hopcount,0,8,12.9712,1,1,189,0.228999,0.231739,4.52902,0.159299,2.52143,3.23153,2.06915
around,2.5,hopcount,0,9,11.3784,1,1,189,0.227903,0.229547,4.56683,0.0921299,2.11171,2.4135,1.73682
around,2.5,hopcount,0,10,12.3624,8,18,172,0.224067,0.226259,6.16216,0.247179,1.93195,2.06908,1.50166
around,2.5,hopcount,0,11,13.1209,2,2,188,0.235027,0.237767,4.93228,0.117302,2.37257,3.08544,2.14048
around,2.5,hopcount,0,12,12.6199,7,15,175,0.236671,0.244343,6.20825,0.136021,1.89773,2.39738,1.49948
around,2.5,hopcount,0,13,14.0032,13,13,177,0.230095,0.231739,7.33455,0.358245,2.13675,1.98087,1.73091
around,2.5,hopcount,0,14,13.1572,3,3,187,0.232287,0.228451,5.11087,0.151242,2.85663,2.58877,1.98891
around,2.5,hopcount,0,15,12.8004,4,4,186,0.214203,0.213655,4.98531,0.226191,2.50274,2.55185,2.1065
around,2.5,hopcount,0,16,14.5809,6,6,184,0.230095,0.228451,5.75238,0.197353,2.64135,3.21453,2.31678
around,2.5,hopcount,0,17,12.1371,7,8,182,0.242151,0.245987,6.2099,0.190435,1.83644,1.97173,1.44049
around,2.5,hopcount,0,18,11.6886,3,3,187,0.235027,0.232835,5.16183,0.137887,2.03619,2.1687,1.71612
around,2.5,hopcount,0,19,14.4675,4,4,186,0.230643,0.233931,5.40344,0.174367,3.81436,2.7981,1.81266
around,2.5,lqi,0,0,14.5415,9,8,182,0.233383,0.238863,6.57912,0.187489,2.48671,2.75035,2.06561
around,2.5,lqi,0,1,12.939,3,3,187,0.225711,0.226807,4.98209,0.131833,2.60451,2.60589,2.16218
around,2.5,lqi,0,2,12.5897,4,12,178,0.225711,0.215847,5.15684,0.169765,2.72771,2.14915,1.94465
around,2.5,lqi,0,3,13.4542,5,5,185,0.230643,0.227903,5.50475,0.192441,2.58229,2.51045,2.20573
around,2.5,lqi,0,4,13.5754,10,18,172,0.228451,0.232287,6.65468,0.217701,2.13475,2.32144,1.78606
around,2.5,lqi,0,5,11.6427,3,3,187,0.226807,0.225711,4.9092,0.115068,1.9383,2.51381,1.71384
around,2.5,lqi,0,6,14.1649,5,5,185,0.228999,0.225711,5.38638,0.155522,2.70239,3.33035,2.13556
around,2.5,lqi,0,7,13.3929,5,13,177,0.220779,0.220779,5.37433,0.134359,2.54066,2.8648,2.0372
around,2.5,lqi,0,8,12.8275,1,1,189,0.228999,0.231739,4.5345,0.138554,2.51547,2.74116,2.43707
around,2.5,lqi,0,9,11.4464,1,1,189,0.227903,0.229547,4.56683,0.0901204,2.09381,2.4759,1.76233
around,2.5,lqi,0,10,11.7766,10,25,165,0.224067,0.226259,6.66728,0.196125,1.55822,1.60022,1.30441
around,2.5,lqi,0,11,13.8305,3,3,187,0.235027,0.237767,5.16238,0.136449,2.81735,3.0726,2.16891
